_id;dialog;movie;character;id
5cd96e05de30eff6ebcce83c;What does he mean?;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd0d;5cd96e05de30eff6ebcce83c
5cd96e05de30eff6ebcce83d;Oh! Well here is a sight I have never seen before.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfc38;5cd96e05de30eff6ebcce83d
5cd96e05de30eff6ebcce83e;The power of the three rings is ended. The time has come for the dominion of men.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd06;5cd96e05de30eff6ebcce83e
5cd96e05de30eff6ebcce83f;Oh, pity. I would have like to have held it one last time.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfc38;5cd96e05de30eff6ebcce83f
5cd96e05de30eff6ebcce840;We set out to save the Shire, Sam, and it has been saved. But not for me.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfc15;5cd96e05de30eff6ebcce840
5cd96e05de30eff6ebcce841;You don't mean that. You can't leave.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd0d;5cd96e05de30eff6ebcce841
5cd96e05de30eff6ebcce842;So you have come here for information. I have some for you. Something festers in the heart of Middle Earth. Something that you have failed to see. But the great eye has seen it! Even now he presses his advantage. His attack will come soon. You are all going to die! But you know this don't you Gandalf? You cannot think that this Ranger will ever sit upon the throne of Gondor. This exile, crept from the shadows will never be crowned King. Gandalf does not hesitate to sacrifice those who are closest to him' those he professes to love! Tell me, what words of comfort did you give the Halfling before you sent him to his doom? The path that you have set him on can only lead to death.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea4;5cd96e05de30eff6ebcce842
5cd96e05de30eff6ebcce843;Save your pity and your mercy. I have no use for it!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea4;5cd96e05de30eff6ebcce843
5cd96e05de30eff6ebcce844;Saruman! Your staff is broken!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea0;5cd96e05de30eff6ebcce844
5cd96e05de30eff6ebcce845;Grima! You need not follow him! You were not always as you are now. You were once a man of Rohan. Come down.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfe19;5cd96e05de30eff6ebcce845
5cd96e05de30eff6ebcce846;I've heard enough! Shoot him! Stick an arrow in his gob!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd23;5cd96e05de30eff6ebcce846
5cd96e05de30eff6ebcce847;The last pages are for you Sam.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfc15;5cd96e05de30eff6ebcce847
5cd96e05de30eff6ebcce848;Free? He will never be free!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea4;5cd96e05de30eff6ebcce848
5cd96e05de30eff6ebcce849;No!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfe9d;5cd96e05de30eff6ebcce849
5cd96e05de30eff6ebcce84a;My dear Sam, you cannot always be torn in two. You will have to be one and whole for many years. You have so much to enjoy and to be and to do. Your part in the story will go on.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfc15;5cd96e05de30eff6ebcce84a
5cd96e05de30eff6ebcce84b;Well, I'm back.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd0d;5cd96e05de30eff6ebcce84b
5cd96e05de30eff6ebcce84c;I didn't think it would end this way.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfe2e;5cd96e05de30eff6ebcce84c
5cd96e05de30eff6ebcce84d;End? No, the journey doesn't end here. Death is just another path, one that we all must take. The grey rain curtain of this world rolls back and all turns to silvered glass. And then you see it.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea0;5cd96e05de30eff6ebcce84d
5cd96e05de30eff6ebcce84e;A man of Rohan? What is the house of Rohan but a thatched barn where brigands drink in the reek and their brats roll on the floor with the dogs? The victory at Helms Deep does not belong to you Theoden Horse Master. You are a lesser son of greater sires!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea4;5cd96e05de30eff6ebcce84e
5cd96e05de30eff6ebcce84f;Grima! Come down! Be free of him!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfe19;5cd96e05de30eff6ebcce84f
5cd96e05de30eff6ebcce850;No! Come down, Saruman, and your life will be spared!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea0;5cd96e05de30eff6ebcce850
5cd96e05de30eff6ebcce851;What? Gandalf? See what?;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfe2e;5cd96e05de30eff6ebcce851
5cd96e05de30eff6ebcce852;Rally to me! To meeee!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfe19;5cd96e05de30eff6ebcce852
5cd96e05de30eff6ebcce853;Feast on his flesh.;5cd95395de30eff6ebccde5d;5cd9d576844dc4c55e47afee;5cd96e05de30eff6ebcce853
5cd96e05de30eff6ebcce854;I will kill you if you touch him.;5cd95395de30eff6ebccde5d;5cdbdecb6dc0baeae48cfa59;5cd96e05de30eff6ebcce854
5cd96e05de30eff6ebcce855;The City has fallen silent. There is no warmth left in the sun.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfcef;5cd96e05de30eff6ebcce855
5cd96e05de30eff6ebcce856;It grows so cold.;5cd95395de30eff6ebccde5d;5cdbdecb6dc0baeae48cfa59;5cd96e05de30eff6ebcce856
5cd96e05de30eff6ebcce857;It's just the damp of the first spring rain.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfcef;5cd96e05de30eff6ebcce857
5cd96e05de30eff6ebcce858;No. No it isn't.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea0;5cd96e05de30eff6ebcce858
5cd96e05de30eff6ebcce859;Well, that's not so bad.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfe2e;5cd96e05de30eff6ebcce859
5cd96e05de30eff6ebcce85a;White shores and beyond, a far green country under a swift sunrise.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea0;5cd96e05de30eff6ebcce85a
5cd96e05de30eff6ebcce85b;I do not believe this darkness will endure.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfcef;5cd96e05de30eff6ebcce85b
5cd96e05de30eff6ebcce85c;Look! The Orcs, they're moving off!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd0d;5cd96e05de30eff6ebcce85c
5cd96e05de30eff6ebcce85d;Get down cur!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea4;5cd96e05de30eff6ebcce85d
5cd96e05de30eff6ebcce85e;Ah!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfe9d;5cd96e05de30eff6ebcce85e
5cd96e05de30eff6ebcce85f;Saruman! You were deep in the enemy's counsel. Tell us what you know!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea0;5cd96e05de30eff6ebcce85f
5cd96e05de30eff6ebcce860;You withdraw your guard and I will tell you where your doom will be decided. I will not be held prisoner here!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea4;5cd96e05de30eff6ebcce860
5cd96e05de30eff6ebcce861;Send word to all our allies and to every corner of Middle Earth that still stands free. The enemy moves against us. We need to know where he will strike.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea0;5cd96e05de30eff6ebcce861
5cd96e05de30eff6ebcce862;The filth of Saruman is washing away. Trees will come back to live here. Young trees. Wild trees.;5cd95395de30eff6ebccde5d;5cd9d533844dc4c55e47afed;5cd96e05de30eff6ebcce862
5cd96e05de30eff6ebcce863;Pippin!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfbe6;5cd96e05de30eff6ebcce863
5cd96e05de30eff6ebcce864;Bless my bark!;5cd95395de30eff6ebccde5d;5cd9d533844dc4c55e47afed;5cd96e05de30eff6ebcce864
5cd96e05de30eff6ebcce865;Peregrin Took. I'll take that my lad! Quickly now!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea0;5cd96e05de30eff6ebcce865
5cd96e05de30eff6ebcce866;Do not come between the Nazg'l and his prey.;5cd95395de30eff6ebccde5d;5cd9d576844dc4c55e47afee;5cd96e05de30eff6ebcce866
5cd96e05de30eff6ebcce867;Late as usual, pirate scum. There's knifework here needs doing. Come on you sea rats, get off your ships.;5cd95395de30eff6ebccde5d;5cdbe49b7ed9587226e794a0;5cd96e05de30eff6ebcce867
5cd96e05de30eff6ebcce868;You see Mr Frodo some luck at last!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd0d;5cd96e05de30eff6ebcce868
5cd96e05de30eff6ebcce869;Move it, you slugs!;5cd95395de30eff6ebccde5d;5cdbe49b7ed9587226e794a0;5cd96e05de30eff6ebcce869
5cd96e05de30eff6ebcce86a;Come on! Faster!;5cd95395de30eff6ebccde5d;5cdbe49b7ed9587226e794a0;5cd96e05de30eff6ebcce86a
5cd96e05de30eff6ebcce86b;Come along you scum! I'll whip you down to the bone! Come on! What have I told you. Get up! Come on you slugs! You two are going straight to the front line! Move it, come on! Fall in! Move it! Move it! Move it!;5cd95395de30eff6ebccde5d;5cdbe49b7ed9587226e794a0;5cd96e05de30eff6ebcce86b
5cd96e05de30eff6ebcce86c;To the gate you slugs, now move it! Don't you know we're at war?;5cd95395de30eff6ebccde5d;5cdbe49b7ed9587226e794a0;5cd96e05de30eff6ebcce86c
5cd96e05de30eff6ebcce86d;Company halt! Inspection!;5cd95395de30eff6ebccde5d;5cdbe49b7ed9587226e794a0;5cd96e05de30eff6ebcce86d
5cd96e05de30eff6ebcce86e;You fool! No man can kill me. Die now!;5cd95395de30eff6ebccde5d;5cd9d576844dc4c55e47afee;5cd96e05de30eff6ebcce86e
5cd96e05de30eff6ebcce86f;There's plenty for the both of us, may be best Dwarf win!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd23;5cd96e05de30eff6ebcce86f
5cd96e05de30eff6ebcce870;I am no man!;5cd95395de30eff6ebccde5d;5cdbdecb6dc0baeae48cfa59;5cd96e05de30eff6ebcce870
5cd96e05de30eff6ebcce871;Mr Frodo!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd0d;5cd96e05de30eff6ebcce871
5cd96e05de30eff6ebcce872;Sam! Help me!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfc15;5cd96e05de30eff6ebcce872
5cd96e05de30eff6ebcce873;Stand up Mr Frodo. Stand up!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd0d;5cd96e05de30eff6ebcce873
5cd96e05de30eff6ebcce874;Get off of me! Nobody pushes me you filthy maggot! Get off of me!;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfd0d;5cd96e05de30eff6ebcce874
5cd96e05de30eff6ebcce875;Retreat! The city is breached. Fall back to the second level. Get the women and children out. Get them out. Retreat.;5cd95395de30eff6ebccde5d;5cd99d4bde30eff6ebccfea0;5cd96e05de30eff6ebcce875
5cd96e05de30eff6ebcce876;Come on, come on!;5cd95395de30eff6ebccde5d;5cdbe49b7ed9587226e794a0;5cd96e05de30eff6ebcce876
5cd96e05de30eff6ebcce877;Move into the city. Kill all in your path.;5cd95395de30eff6ebccde5d;5cdbdecb6dc0baeae48cfa96;5cd96e05de30eff6ebcce877
5cd96e05de30eff6ebcce878;Break it up! Break it up!;5cd95395de30eff6ebccde5d;5cdbe49b7ed9587226e794a0;5cd96e05de30eff6ebcce878
5cd96e05de30eff6ebcce879;Oy! I'll have your guts if you don't shut this rabble down!;5cd95395de30eff6ebccde5d;5cdbe49b7ed9587226e794a0;5cd96e05de30eff6ebcce879
